date_time,Coast,East,Far West,North,North Central,South,South Central,West
2021-06-20 00:00:00,15496.585822,1844.864322,4437.759808,900.423997,15404.463467,4282.240471,8461.881314,1401.02243
2021-06-20 01:00:00,14622.840471,1757.27154,4341.203661,845.000361,14370.301309,4048.212017,7835.487234,1318.200005
2021-06-20 02:00:00,13909.687697,1661.869145,4285.464041,797.783747,13440.555144,3845.895268,7293.041358,1245.693063
2021-06-20 03:00:00,13362.433141,1576.931295,4214.340225,765.208238,12789.724769,3683.645173,6874.070683,1196.356835
2021-06-20 04:00:00,12901.155907,1516.699681,4158.150465,739.716088,12291.095402,3566.235617,6555.966872,1160.17601
2021-06-20 05:00:00,12546.024549,1471.354847,4130.91981,721.942578,12041.755064,3477.813634,6389.615991,1137.133655
2021-06-20 06:00:00,12379.103668,1459.476586,4098.227923,713.805921,11917.986282,3434.475856,6324.567617,1125.679194
2021-06-20 07:00:00,12226.923965,1445.836036,4065.711907,704.437848,11794.868874,3404.050981,6298.632039,1125.111554
2021-06-20 08:00:00,12571.72459,1520.475691,4054.541553,737.317983,12244.586425,3417.599381,6395.870528,1144.454331
2021-06-20 09:00:00,13479.201819,1666.57953,4153.053921,806.713583,13561.98902,3617.220624,6915.106433,1227.50596
2021-06-20 10:00:00,14549.587696,1826.305369,4260.371021,885.847871,14990.997062,3862.825337,7543.944832,1329.921655
2021-06-20 11:00:00,15729.580472,1963.364656,4355.819216,957.08944,16393.312572,4136.472519,8259.586084,1416.080515
2021-06-20 12:00:00,16690.827264,2106.73852,4510.061247,1019.899631,17729.557249,4407.26672,8950.27846,1503.263689
2021-06-20 13:00:00,17200.92845,2218.035928,4618.365516,1076.86049,18877.390164,4640.978065,9548.63514,1587.350794
2021-06-20 14:00:00,17673.030107,2302.701514,4725.682569,1128.287597,19821.462995,4851.910088,10010.106857,1669.833738
2021-06-20 15:00:00,17727.47159,2388.353602,4827.189759,1164.429728,20457.894486,5025.513166,10288.440487,1729.782747
2021-06-20 16:00:00,17545.024992,2434.897264,4912.921459,1191.347161,20950.045039,5123.029329,10532.545425,1774.433249
2021-06-20 17:00:00,17631.660496,2472.381889,4973.931058,1211.865953,21330.351358,5156.423791,10634.262647,1802.928684
2021-06-20 18:00:00,17568.124491,2479.399596,5013.502128,1214.67033,21468.556555,5122.679886,10684.689982,1826.063262
2021-06-20 19:00:00,17253.785184,2439.845429,4996.881351,1198.720601,21158.926577,5003.183281,10601.869824,1813.081846
2021-06-20 20:00:00,16855.774777,2356.00281,4956.877375,1165.983217,20506.140508,4849.589892,10322.350868,1765.886412
2021-06-20 21:00:00,16611.090649,2262.464961,4878.078992,1111.172907,19503.721659,4764.503543,9991.139289,1687.448845
2021-06-20 22:00:00,16403.490626,2197.021635,4861.259999,1070.088601,19016.938583,4741.775131,9774.875022,1642.874887
2021-06-20 23:00:00,15796.538976,2027.247067,4776.130118,1005.656972,17937.214985,4588.596969,9300.465476,1555.218506
2021-06-21 00:00:00,15006.146333,1892.844833,4649.848438,931.751865,16675.831473,4352.780477,8715.832197,1455.961632
2021-06-21 01:00:00,14300.219928,1781.863636,4553.339238,874.362659,15508.728285,4090.072432,8119.424832,1381.510846
2021-06-21 02:00:00,13803.01985,1708.398088,4447.83818,834.293827,14599.792323,3906.246449,7695.981095,1318.232726
2021-06-21 03:00:00,13528.746526,1640.556433,4375.390909,809.422573,14020.267656,3779.453791,7428.135375,1276.359141
2021-06-21 04:00:00,13490.090827,1575.132849,4336.59923,792.207898,13693.537465,3698.00994,7270.10727,1250.516122
2021-06-21 05:00:00,13603.342686,1602.957464,4303.964403,790.732058,13645.678921,3669.31573,7218.490179,1237.213822
2021-06-21 06:00:00,13987.463118,1656.659263,4276.925866,809.454135,13946.00555,3731.241615,7397.406383,1248.21065
2021-06-21 07:00:00,14292.904563,1724.567236,4274.807042,828.991012,14427.361101,3825.008932,7655.674348,1273.167966
2021-06-21 08:00:00,14663.620633,1787.201918,4272.517164,864.416137,14869.681434,3906.859435,7909.874068,1305.990481
2021-06-21 09:00:00,15518.858395,1865.046507,4372.404032,914.959407,15639.125993,4139.671706,8214.9687,1364.337611
2021-06-21 10:00:00,16361.092001,1993.303158,4465.457398,950.787556,16633.842642,4387.25207,8628.978956,1430.141391
2021-06-21 11:00:00,16976.086953,2113.276114,4558.655438,979.696567,17957.659291,4640.338355,9095.411917,1504.946164
2021-06-21 12:00:00,17321.255951,2210.507325,4663.368454,991.71752,19017.9958,4878.175299,9622.550344,1565.322279
2021-06-21 13:00:00,17846.735438,2304.237116,4733.982405,989.847723,20004.695776,5124.508925,10154.919839,1627.413246
2021-06-21 14:00:00,18556.142054,2401.183835,4777.202514,956.475803,20573.642816,5391.568179,10651.854973,1706.465606
2021-06-21 15:00:00,18936.878825,2440.580607,4746.132974,906.936442,19558.386664,5581.014442,11063.375894,1750.367506
2021-06-21 16:00:00,18988.450495,2478.476727,4712.42424,882.727414,18823.297884,5722.497762,11441.352696,1775.241089
2021-06-21 17:00:00,18601.268787,2441.845872,4725.910627,870.190774,18868.277706,5765.245213,11787.695504,1760.31811
2021-06-21 18:00:00,17909.663973,2409.31603,4713.932237,867.212617,18826.435415,5667.338108,11891.308755,1712.64916
2021-06-21 19:00:00,17120.463834,2369.165681,4677.068734,859.093654,18297.077628,5491.241564,11815.36718,1663.714346
2021-06-21 20:00:00,16529.478705,2269.281839,4599.670064,831.800958,17356.92462,5302.758109,11456.028738,1581.43338
2021-06-21 21:00:00,16275.877945,2187.071971,4499.817808,814.294653,16570.785212,5161.554649,11007.351799,1511.114318
2021-06-21 22:00:00,15961.078057,2080.65265,4452.930952,801.775042,15910.134763,5052.27684,10639.346239,1467.120025
2021-06-21 23:00:00,15212.490288,1942.73528,4347.791413,750.77652,14589.287215,4772.053941,9905.718299,1367.781355
2021-06-22 00:00:00,14371.980621,1797.249901,4215.891224,702.392826,13201.525377,4450.453092,9042.282961,1268.920738
2021-06-22 01:00:00,13719.30443,1645.906561,4157.860106,663.479336,11936.824844,4175.970011,8258.619955,1197.68301
2021-06-22 02:00:00,13270.726441,1516.68329,4085.05528,637.26673,11109.383498,3960.628494,7690.733685,1132.534458
2021-06-22 03:00:00,13049.756626,1443.672776,4042.683627,609.573252,10574.608584,3808.576088,7292.086144,1058.388449
2021-06-22 04:00:00,12889.950254,1393.58699,4022.067119,603.091344,10238.763963,3695.840584,7054.929132,1011.861898
2021-06-22 05:00:00,12965.258416,1378.381298,3997.542429,603.64022,10185.924227,3636.37789,6862.773183,1012.04009
2021-06-22 06:00:00,13087.223228,1440.803172,3995.034686,622.038795,10573.354221,3685.601988,6824.118545,1023.625304
2021-06-22 07:00:00,13244.333553,1501.286839,4016.130452,654.277299,11087.544381,3777.881024,6954.561759,1051.210624
2021-06-22 08:00:00,13436.506949,1576.863815,4036.45845,677.760544,11710.96798,3818.264306,7102.502289,1083.92343
2021-06-22 09:00:00,14045.039629,1630.012637,4062.820691,711.497457,12344.478045,3947.081931,7316.223465,1129.116059
2021-06-22 10:00:00,14780.656823,1692.04814,4108.234462,738.725475,13036.739945,4073.650335,7600.232422,1173.255456
2021-06-22 11:00:00,15670.912311,1760.805913,4186.055481,776.366704,13841.573412,4263.212918,7983.758351,1241.662177
2021-06-22 12:00:00,16589.329279,1829.091694,4281.376448,818.034697,14751.540934,4444.156535,8424.355415,1302.524939
2021-06-22 13:00:00,17350.934549,1911.786629,4389.590148,859.132866,15689.951418,4642.595439,8862.545518,1364.257885
2021-06-22 14:00:00,18064.183111,2001.676265,4517.346706,910.931478,16640.380158,4841.90121,9307.922715,1434.695235
2021-06-22 15:00:00,18694.753762,2085.008199,4634.18484,957.339302,17359.089264,4957.724348,9691.571535,1506.410626
2021-06-22 16:00:00,19328.673008,2153.65691,4735.927852,1001.745195,17939.892318,4896.947825,10008.953497,1587.430785
2021-06-22 17:00:00,19841.016379,2215.455451,4831.533309,1033.050736,18320.950848,4821.304219,10308.435619,1649.085409
2021-06-22 18:00:00,19739.54346,2244.019371,4876.086206,1041.490863,18315.67569,4709.208707,10510.394351,1674.20838
2021-06-22 19:00:00,18948.786402,2230.908991,4839.087325,1022.653325,17991.906278,4557.591265,10521.632676,1670.011455
2021-06-22 20:00:00,17930.129328,2144.755143,4816.462651,987.011728,17412.52506,4426.70968,10259.129579,1622.440981
2021-06-22 21:00:00,17149.319037,2049.974638,4749.566982,945.354822,16746.095104,4355.828547,9892.408952,1553.66414
2021-06-22 22:00:00,16610.371528,1976.294996,4722.619055,928.22329,16353.907617,4333.077347,9594.618795,1486.801556
2021-06-22 23:00:00,15811.738853,1878.578915,4655.425646,871.902995,15330.707013,4141.751191,8985.313277,1400.7124
2021-06-23 00:00:00,14845.584847,1730.368649,4550.525562,808.923389,14095.59289,3892.994629,8233.721662,1297.396564
2021-06-23 01:00:00,13839.534212,1609.344038,4452.045767,760.034269,13221.31923,3646.116481,7585.030394,1237.734179
2021-06-23 02:00:00,13166.645908,1508.035934,4397.316402,727.485945,12535.383961,3461.805277,7129.552318,1183.468603
2021-06-23 03:00:00,12699.229729,1458.582321,4333.205976,707.067498,12098.484633,3323.075174,6809.332478,1152.088213
2021-06-23 04:00:00,12451.865806,1400.583024,4298.561098,700.117298,11877.142799,3241.741503,6634.504494,1136.605624
2021-06-23 05:00:00,12455.023251,1375.971281,4279.02235,702.384203,11932.019286,3215.461018,6621.503098,1132.993592
2021-06-23 06:00:00,12736.746478,1467.264116,4253.10139,719.677304,12278.451534,3284.368792,6833.119541,1142.580983
2021-06-23 07:00:00,13042.804131,1545.943463,4267.824592,749.457841,12859.922556,3412.444575,7170.184247,1171.675621
2021-06-23 08:00:00,13556.311238,1652.348379,4283.119946,779.959582,13404.519588,3517.095232,7456.521883,1205.960027
2021-06-23 09:00:00,14612.248204,1776.408023,4351.429967,837.464819,14238.302094,3695.097456,7773.238321,1266.22417
2021-06-23 10:00:00,15690.122513,1902.105994,4458.162511,885.205202,15127.020527,3882.211801,8270.843259,1340.135189
2021-06-23 11:00:00,16606.12674,2053.418953,4549.357854,950.994361,16101.104087,4087.254127,8944.889641,1420.084808
2021-06-23 12:00:00,17348.816547,2216.497837,4655.197032,1009.419856,17134.364575,4318.455892,9650.69625,1508.631013
2021-06-23 13:00:00,18071.07965,2366.865337,4753.054323,1068.295098,18344.161298,4565.460875,10286.829229,1597.603936
2021-06-23 14:00:00,18820.144657,2501.804471,4858.826047,1127.01261,19708.942274,4831.703184,10831.201034,1685.596485
2021-06-23 15:00:00,19707.427968,2581.121004,4957.35658,1179.080952,20980.971159,5056.692514,11311.563698,1761.456621
2021-06-23 16:00:00,20250.018007,2634.691194,4980.412441,1224.386309,21819.982115,5183.628508,11685.089182,1830.535362
2021-06-23 17:00:00,20266.749694,2643.073716,4958.212814,1242.158959,22159.485433,5214.874992,11869.492954,1864.834868
2021-06-23 18:00:00,20099.256251,2634.294151,4915.166567,1247.471376,22299.870261,5116.663819,11869.009391,1874.709748
2021-06-23 19:00:00,19561.711137,2631.774845,4903.960757,1241.446337,22190.984958,4946.455346,11795.39358,1863.814697
2021-06-23 20:00:00,18831.204909,2518.232065,4853.7099,1201.52327,21363.2782,4817.884801,11462.641646,1814.261004
2021-06-23 21:00:00,18090.271264,2409.599399,4747.281478,1137.356478,20296.435008,4693.948658,10964.41117,1721.266851
2021-06-23 22:00:00,17592.327774,2351.027444,4760.621687,1095.152455,19725.590279,4641.509984,10521.125321,1668.88944
2021-06-23 23:00:00,16733.886417,2183.079754,4658.050982,1024.823762,18516.082955,4411.57004,9809.59282,1571.407295
2021-06-24 00:00:00,15728.861246,2040.276137,4533.353877,957.154705,17091.172487,4126.951807,8931.981434,1461.195471
2021-06-24 01:00:00,14917.581651,1885.491606,4416.867628,911.729379,15922.942555,3855.598453,8111.445453,1377.763618
2021-06-24 02:00:00,14247.982336,1772.176759,4341.541803,876.300137,15002.795468,3664.236803,7490.092955,1314.247005
2021-06-24 03:00:00,13716.243864,1698.129226,4265.69526,845.665607,14324.576189,3525.691736,7084.24828,1272.72368
2021-06-24 04:00:00,13447.98279,1639.358792,4229.324274,833.386977,13935.538922,3453.954919,6845.283858,1241.512586
2021-06-24 05:00:00,13419.256375,1640.770637,4177.598496,821.701287,13803.450493,3449.560856,6836.979504,1232.177973
2021-06-24 06:00:00,13649.565908,1626.25622,4176.641294,832.829673,13952.922361,3537.565602,6990.817242,1234.463309
2021-06-24 07:00:00,13845.215557,1715.469111,4192.264256,849.044297,14180.269778,3666.302161,7247.812516,1253.380119
2021-06-24 08:00:00,14301.786742,1796.836556,4199.252909,880.11747,14640.885636,3763.27162,7504.631675,1280.878941
2021-06-24 09:00:00,15367.898233,1900.325357,4275.922702,943.774565,15584.028405,4002.957072,7901.036271,1345.255123
2021-06-24 10:00:00,16418.892483,2036.442448,4376.316762,995.023033,16719.006061,4312.132304,8427.963831,1417.418761
2021-06-24 11:00:00,17496.068032,2178.76457,4471.304988,1058.829819,17987.859712,4647.59956,9046.965871,1491.313119
2021-06-24 12:00:00,18278.122945,2333.317384,4571.784156,1114.475371,19188.169052,4950.303275,9712.598716,1576.229283
2021-06-24 13:00:00,18771.154064,2452.764778,4701.986629,1166.402042,20214.003671,5215.225125,10281.08315,1648.586825
2021-06-24 14:00:00,19291.348504,2526.998232,4823.897326,1220.216282,21237.435371,5428.966167,10868.028731,1726.849319
2021-06-24 15:00:00,19511.59385,2620.476353,4874.139363,1257.00595,22064.784231,5532.220675,11286.7451,1793.721582
2021-06-24 16:00:00,19471.611492,2635.044461,4855.776722,1282.018547,22469.821927,5565.80975,11561.109181,1840.609636
2021-06-24 17:00:00,19540.432997,2677.251304,4855.489963,1290.569044,22651.565878,5556.629879,11658.511694,1858.815039
2021-06-24 18:00:00,19423.971248,2655.403018,4844.572329,1281.424031,22622.91024,5479.080761,11755.961378,1850.44118
2021-06-24 19:00:00,19040.675817,2634.772348,4877.307023,1267.719835,22418.04115,5381.176428,11737.70112,1839.09504
2021-06-24 20:00:00,18411.402807,2534.212287,4903.699096,1228.731697,21698.397828,5222.204472,11393.904403,1789.835252
2021-06-24 21:00:00,17725.134616,2418.146126,4799.085689,1168.990366,20709.510309,5019.266091,10901.084102,1714.993213
2021-06-24 22:00:00,17156.947285,2342.90376,4760.104326,1125.722025,19997.175224,4902.938447,10466.051052,1655.320402
2021-06-24 23:00:00,16300.716302,2204.654435,4668.628816,1053.985602,18853.476038,4637.997105,9753.474133,1566.341587
2021-06-25 00:00:00,15376.883182,2025.315566,4562.141817,991.08619,17568.989996,4342.478516,8979.265617,1471.075629
2021-06-25 01:00:00,14359.861682,1877.5647025,4337.384673500001,1150.180515,16490.762525,4073.8302205,8316.3325105,1447.2619995
2021-06-25 02:00:00,13799.3239955,1784.174857,4258.495653,1100.061292,15573.968621,3851.9536665,7770.533902499999,1388.7767600000002
2021-06-25 03:00:00,13402.6136685,1671.977711,4201.044296,1077.53537,14851.2522815,3695.4525115,7392.667836500001,1340.0722265
2021-06-25 04:00:00,13172.9624925,1614.674603,4160.4688085,1058.202008,14296.8356095,3594.403691,7173.575266,1294.2531405
2021-06-25 05:00:00,13147.3759705,1579.2570835,4128.7603055,1037.022542,14007.2317425,3542.5022455,7091.065392,1272.070932
2021-06-25 06:00:00,13362.2521225,1596.5797165,4108.979395,1049.639024,14056.5787845,3571.6058115,7164.482474,1279.882247
2021-06-25 07:00:00,13575.951373,1677.1236955,4130.9271505,1065.654996,14287.730554500002,3635.5908655,7325.7522135,1304.107362
2021-06-25 08:00:00,14039.7844705,1702.7549265,4151.328152,1101.623135,14724.591969,3693.7647,7495.866354,1321.377796
2021-06-25 09:00:00,15079.82477,1815.936196,4216.7554485,1191.383593,15681.4748585,3966.437149,7872.213737,1412.747373
2021-06-25 10:00:00,16209.98858,1958.3765455,4270.351338,1246.643884,16963.3411855,4310.529735,8438.529372,1518.3883805
2021-06-25 11:00:00,17346.908753,2152.1185675,4368.9241055,1322.71567,18104.3460685,4603.5549255000005,9074.4828065,1600.4538375000002
2021-06-25 12:00:00,18286.8959865,2293.452705,4507.3548745,1395.757627,19217.751192,4889.571724,9679.5632975,1615.8816685
2021-06-25 13:00:00,19064.1392535,2436.878607,4644.343992,1454.763356,20275.133085,5134.9881025,10219.438499,1675.7982980000002
2021-06-25 14:00:00,19641.2502985,2541.3841505,4722.197368499999,1514.7289959999998,21210.83661,5358.3322775,10661.5939635,1760.6981525
2021-06-25 15:00:00,19816.527171,2610.213902,4732.7745715,1564.7413660000002,21897.276668,5487.6396135,11000.8044575,1824.650339
2021-06-25 16:00:00,19695.4175365,2622.474564,4687.4591805,1602.864874,22272.562029,5528.6246165,11255.126468,1894.663251
2021-06-25 17:00:00,19444.71822,2633.593835,4676.740393,1630.064981,22501.591397,5539.276670499999,11355.608894,1931.4850355
2021-06-25 18:00:00,19166.950004,2662.1751015,4651.3972285,1610.5806505,22485.351331,5489.547627,11468.0318195,1889.6897815
2021-06-25 19:00:00,18526.30003,2597.04666,4598.085349999999,1576.401593,21958.719292,5365.026139,11385.903685,1854.556003
2021-06-25 20:00:00,17941.353747499998,2494.4803225,4575.5893075,1507.298667,21118.9993335,5180.7310775000005,10975.228576,1858.068292
2021-06-25 21:00:00,17366.5250575,2363.4810305,4477.071366,1428.4576795,20125.2679175,5000.241461,10417.9091205,1828.05804
2021-06-25 22:00:00,16925.167587999997,2292.647169,4479.080932,1397.903811,19431.2103645,4884.3931250000005,10018.098543,1789.25412
2021-06-25 23:00:00,16181.846229,2113.6814135,4423.360906,1319.7864089999998,18324.5293655,4657.3539,9388.659448,1737.5770185
2021-06-26 00:00:00,15353.7951515,1963.43876,4354.660862000001,1242.048231,17234.197211,4407.8310395,8710.847408,1640.1059770000002
2021-06-26 01:00:00,14536.1859145,1854.9463795,4267.2105035,1165.2153785,16069.3371075,4157.213636,8098.277771999999,1513.165473
2021-06-26 02:00:00,13924.7512005,1739.17846,4223.520942499999,1116.4583545,15145.227636,3972.977468,7669.705651,1426.7423215
2021-06-26 03:00:00,13400.5320515,1636.984704,4188.535185000001,1067.5187175,14398.848633,3826.7471465,7329.5380465,1351.3470865
2021-06-26 04:00:00,13058.5757765,1581.89909,4163.6988165,998.6326615,13739.140703,3704.2740575,7085.607076,1312.671968
2021-06-26 05:00:00,12845.7635245,1563.719587,4134.6652325,976.4597145,13252.58962,3621.426167,6911.2255495,1258.5696445
2021-06-26 06:00:00,12787.9418565,1531.5508129999998,4143.05577,954.7959335,13184.1704245,3592.562425,6855.938872,1209.7996805
2021-06-26 07:00:00,12723.7951265,1551.2525784999998,4160.80046,931.804436,13118.9701555,3545.3802965,6858.534524000001,1153.9969685
2021-06-26 08:00:00,13007.286969,1587.7700995,4176.9435735,938.4253825,13291.8578905,3528.392058,7029.165634999999,1135.0471905
2021-06-26 09:00:00,14002.310411,1726.135064,4227.590551,1012.903426,14095.341262000002,3776.2871295,7428.3860705,1215.9143505
2021-06-26 10:00:00,15213.95477,1879.142013,4311.076308,1070.60292,15274.008094,4128.830820499999,8003.2459035,1295.286125
2021-06-26 11:00:00,16331.336619000002,2034.881139,4346.7409055,1124.9633225,16426.2996675,4430.887934,8587.573028499999,1399.306739
2021-06-26 12:00:00,17215.471042999998,2154.801347,4410.7272625,1182.8518955,17475.311264999997,4673.03255,9195.035382,1496.2128055
2021-06-26 13:00:00,17640.400573,2261.526927,4527.4264195,1243.9250165,18347.7794705,4941.3595145,9725.840986,1547.947716
2021-06-26 14:00:00,17712.145758500003,2344.784786,4626.9765565,1286.4911135,19211.2372145,5168.089429,10194.973204,1660.573093
2021-06-26 15:00:00,17603.426123,2424.773367,4704.425632,1334.2805075,19997.7362355,5306.936544,10514.156757,1752.677538
2021-06-26 16:00:00,17752.3490055,2496.254664,4767.2626845,1362.569485,20597.527453,5399.8730915,10855.688925,1815.9325475
2021-06-26 17:00:00,18059.406157,2524.0136195,4792.0158775,1366.5472335,20963.7176325,5428.820715,11062.2689755,1870.3527205
2021-06-26 18:00:00,18072.740081,2515.8153395,4749.769271499999,1364.6056325,20987.589935,5389.744207,11148.93435,1914.7624205
2021-06-26 19:00:00,17610.8823055,2461.0583885,4546.913359,1357.255976,20659.4884445,5262.629104,10999.479888,1876.4551115
2021-06-26 20:00:00,16976.295605500003,2338.922433,4406.1290985,1296.7397925,19953.4769155,5050.1985270000005,10627.4924815,1793.1940140000002
2021-06-26 21:00:00,16454.3308945,2237.3333215,4240.5272915000005,1241.8373740000002,19083.757491,4815.4486130000005,10114.803257,1733.550279
2021-06-26 22:00:00,16099.841664,2176.2531005,4129.3119050000005,1211.2258615,18404.568066,4676.151064,9737.7414215,1704.816425
2021-06-26 23:00:00,15469.636689,2018.2119515,4031.243905,1130.9478505,17352.294600499998,4444.8559895,9086.3466435,1624.655724
